nct_number,study_title,study_url,study_status,conditions,interventions,sponsor,collaborators,sex,age,phases,enrollment,study_type,start_date,completion_date,locations
NCT02910102,Study Evaluating Intepirdine (RVT-101) on Gait and Balance in Subjects With Dementia,https://clinicaltrials.gov/study/NCT02910102,completed,alzheimer's disease|dementia with lewy bodies|parkinson's disease dementia,drug: rvt-101 35 mg|drug: placebo,axovant sciences ltd.,,all,"adult, older_adult",PHASE2,38,interventional,,,"us101, phoenix, arizona, 85013, united states|us118, simi valley, california, 93065, united states|us117, temecula, california, 92591, united states|us115, boca raton, florida, 33431, united states|us109, hallandale beach, florida, 33009, united states|us116, miami, florida, 33137, united states|us108, pensacola, florida, 32502, united states|us106, columbus, georgia, 31909, united states|us107, indianapolis, indiana, 46202, united states|us102, ann arbor, michigan, 48106, united states|us111, columbus, ohio, 43210, united states"
NCT05172128,Effect of Blueberry Supplementation on Alzheimer's Biomarkers,https://clinicaltrials.gov/study/NCT05172128,completed,mild cognitive impairment|alzheimer disease,dietary_supplement: lyophilized blueberry supplement,duke university,U.S. Highbush Blueberry Council,all,"adult, older_adult",,12,interventional,2022-02-21,2023-02-06,"duke university medical center, durham, north carolina, 27710, united states"
NCT05501119,SUPPORT-D Intervention for Persons With Alzheimer's Disease and Their Caregivers,https://clinicaltrials.gov/study/NCT05501119,completed,alzheimer disease|mild cognitive impairment,behavioral: a program of support-d (dementia),medical university of south carolina,National Center for Advancing Translational Sciences (NCATS),all,"adult, older_adult",,58,interventional,2023-01-27,2024-04-01,"medical university of south carolina, charleston, south carolina, 29425, united states"
NCT05015478,Rhythmic Light Therapy for Alzheimer's Disease Patients,https://clinicaltrials.gov/study/NCT05015478,completed,mild cognitive impairment,device: tailored rhythmic lighting intervention|device: placebo rhythmic lighting intervention,icahn school of medicine at mount sinai,National Institute on Aging (NIA),all,"adult, older_adult",,52,interventional,2022-01-10,2023-07-12,"light and health research center, menands, new york, 12204, united states|icahn school of medicine at mount sinai, new york, new york, 10029, united states"
NCT04468347,"Flortaucipir PET Imaging in the Preclinical, Prodromal and Dementia Phases of Alzheimer's Disease",https://clinicaltrials.gov/study/NCT04468347,completed,alzheimer disease|mild cognitive impairment,drug: flortaucipir f18|procedure: brain pet scan,avid radiopharmaceuticals,,all,"adult, older_adult",PHASE1,89,interventional,,,nan
NCT03876314,"Physical Activity, Alzheimer's Disease and Cognition Relative to APOE Genotype",https://clinicaltrials.gov/study/NCT03876314,completed,healthy|dementia|alzheimer disease|physical activity,behavioral: physical activity condition,"university of north carolina, greensboro",Wake Forest University Health Sciences|National Institute on Aging (NIA),all,"adult, older_adult",,180,interventional,2019-05-23,2024-12-21,"university of north carolina-greensboro, greensboro, north carolina, 27402, united states"
NCT05418296,Assessing a Novel Virtual Environment That Assists With Activities of Daily Living,https://clinicaltrials.gov/study/NCT05418296,completed,dementia|alzheimer disease|neurodegenerative diseases,device: a novel digital health device,mandy,National Institute on Aging (NIA),all,"child, adult, older_adult",,38,interventional,2022-06-09,2023-10-30,"bruceville point senior living community, elk grove, california, 95757, united states|elder ashram, oakland, california, 94602, united states"
NCT03638323,Age-related Hearing Loss and Lexical Disorders,https://clinicaltrials.gov/study/NCT03638323,completed,alzheimer disease|presbycusis|lexical syntactic disorder,other: speech therapy,groupe hospitalier de la rochelle ré aunis,,all,older_adult,,46,observational,2018-08-27,2019-01-31,"groupe hospitalier de la rochelle ré aunis, la rochelle, france"
NCT03919669,A Longitudinal Evaluation of a Radiotracer for Use in Tau Tracking,https://clinicaltrials.gov/study/NCT03919669,completed,alzheimer disease|mild cognitive impairment,drug: all subjects,"university of wisconsin, madison","Cerveau Technologies, Inc.",all,"adult, older_adult",PHASE2,27,interventional,2019-04-02,2022-05-19,"university of wisconsin-madison, madison, wisconsin, 53792, united states"
NCT05827094,Pilot Mobile for Dementia and Frailty,https://clinicaltrials.gov/study/NCT05827094,completed,dementia|frailty,other: mobile app|other: usual care,university of washington,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),all,older_adult,,19,interventional,2023-06-06,2024-03-15,"univeristy of washington, seattle, washington, 98195, united states"
NCT03461276,Safety and Immunogenicity of Repeated Doses of ABvac40 in Patients With a-MCI or Vm-AD,https://clinicaltrials.gov/study/NCT03461276,completed,mild cognitive impairment|alzheimer disease,biological: abvac40|biological: placebo,araclon biotech s.l.,,all,"adult, older_adult",PHASE2,134,interventional,2017-12-13,2023-03-23,"hôpital françois mitterrand, dijon, bourgogne, 21000, france|chu de montpellier, montpellier, 34295, france|centre de recherche clinique du gérontopôle, toulouse, 31059, france|san giovanni di dio - fatebenefratelli, brescia, 25125, italy|hospital mútua de terrasa, terrassa, barcelona, 08221, spain|hospital universitario donosti, san sebastian, guipuzcoa, 20014, spain|hospital san pedro, logroño, la rioja, 26006, spain|hospital ramón y cajal, colmenar viejo, madrid, 28034, spain|cun - clínica universidad de navarra, pamplona, navarra, 31008, spain|cae oroitu, algorta, vizcaya, 48993, spain|hospital general universitario de alicante, alicante, 03010, spain|barcelona beta brain research center (bbrc), barcelona, 08005, spain|hospital de la santa creu i sant pau, barcelona, 08025, spain|fundació ace, barcelona, 08028, spain|hospital vall d'hebron, barcelona, 08035, spain|hospital del mar, barcelona, spain|hospital u. de burgos, burgos, 09006, spain|hospital santa maria de lleida, lleida, 25198, spain|complejo hospitalario ruber juan bravo, madrid, 28006, spain|hospital universitario 12 octubre, madrid, 28010, spain|hospital clínico san carlos, madrid, 28040, spain|hospital clínico universitario lozano blesa, zaragoza, 50009, spain|karolinska universitetssjukhuset, stockholm, 141 86, sweden"
NCT02380573,"Effects of Methylene Blue in Healthy Aging, Mild Cognitive Impairment and Alzheimer's Disease",https://clinicaltrials.gov/study/NCT02380573,completed,mild cognitive impairment|mci|aging|alzheimer's disease|ad,drug: methylene blue|drug: fd&c blue # 2|drug: phenazopyridine hydrochloride,the university of texas health science center at san antonio,Texas Alzheimer's Research and Care Consortium,all,"adult, older_adult",PHASE2,117,interventional,,,"research imaging institute, the university of texas health science center at san antonio, san antonio, texas, 78229, united states"
NCT03461861,Network-Level Mechanisms for Preclinical Alzheimer's Disease Development,https://clinicaltrials.gov/study/NCT03461861,completed,apoe 4,drug: agb101 220 mg|other: placebo,medical college of wisconsin,National Institute on Aging (NIA),all,"adult, older_adult",PHASE2,26,interventional,2019-04-11,2021-03-31,"froedtert & the medical college of wisconsin, milwaukee, wisconsin, 53226, united states"
NCT02585232,Optimizing Dementia Care,https://clinicaltrials.gov/study/NCT02585232,completed,"alzheimer's disease|dementia|dementia, vascular|caregivers|veterans",behavioral: counseling (c)|behavioral: care consultation (cc),va office of research and development,,all,"adult, older_adult",,86,interventional,2016-10-01,2020-10-22,"tuscaloosa va medical center, tuscaloosa, al, tuscaloosa, alabama, 35404, united states"
NCT02646982,Candesartan's Effects on Alzheimer's Disease And Related Biomarkers,https://clinicaltrials.gov/study/NCT02646982,completed,mild cognitive impairment,drug: placebo|drug: candesartan,emory university,National Institute on Aging (NIA),all,"adult, older_adult",PHASE2,77,interventional,2016-06-30,2020-08-17,"emory university, atlanta, georgia, 30322, united states|wesley woods center, atlanta, georgia, 30329, united states"
NCT05033262,Our Care Wishes - Dementia,https://clinicaltrials.gov/study/NCT05033262,completed,dementia|alzheimer disease|memory impairment,other: our memory care wishes,university of pennsylvania,National Institute on Aging (NIA),all,"adult, older_adult",,14,interventional,2020-10-07,2021-09-08,"university of pennsylvania, philadelphia, pennsylvania, 19104-4217, united states"
NCT04948450,A Multidomain Intervention Program for Older People With Dementia,https://clinicaltrials.gov/study/NCT04948450,completed,"dementia|alzheimer disease|dementia, mixed",behavioral: physical activity intervention|behavioral: cognitive stimulation intervention|behavioral: social intervention|other: management of metabolic and vascular risk factors,national geriatric hospital,,all,"adult, older_adult",,60,interventional,2022-11-24,2024-01-31,"dien hong nursing home, hanoi, vietnam|national geriatric hospital, hanoi, vietnam|nhan ai nursing home, hanoi, vietnam|orihome, hanoi, vietnam"
NCT04309500,SHARE(D) Stage II: Alzheimer's Risk Disclosure Protocol Piloting,https://clinicaltrials.gov/study/NCT04309500,completed,mild cognitive impairment|healthy aging,behavioral: personalized dat risk disclosure protocol,university of michigan,National Institute on Aging (NIA),all,older_adult,,20,interventional,2021-05-20,2022-01-31,"university of michigan medical school, department of psychiatry, ann arbor, michigan, 48105, united states"
NCT04271046,STAR Caregivers - Virtual Training and Follow-up,https://clinicaltrials.gov/study/NCT04271046,completed,alzheimer disease|dementia|caregiver burnout,behavioral: star-c-vtf|behavioral: control,kaiser permanente,National Institute on Aging (NIA)|University of Washington,all,older_adult,,67,interventional,2020-05-01,2023-09-21,"kaiser permanente washington health research institute, seattle, washington, 98101, united states"
NCT04200911,"Cognition, Age, and RaPamycin Effectiveness - DownregulatIon of thE mTor Pathway",https://clinicaltrials.gov/study/NCT04200911,completed,"cognitive impairment, mild|alzheimer disease",drug: rapamune,the university of texas health science center at san antonio,National Center for Advancing Translational Sciences (NCATS),all,"adult, older_adult",EARLY_PHASE1,10,interventional,2020-06-01,2022-01-13,"uthsa mcdermott clinical sciences building, san antonio, texas, 78229, united states"
NCT04512040,At-Home Telehealth Yoga for Treating Chronic Pain in People With Alzheimer's Disease and Their Caregiver's,https://clinicaltrials.gov/study/NCT04512040,completed,alzheimer disease|musculoskeletal pain|chronic pain,behavioral: at-home yoga,palo alto veterans institute for research,National Center for Complementary and Integrative Health (NCCIH),all,"adult, older_adult",,30,interventional,2021-02-25,2022-05-09,"va palo alto health care system, palo alto, california, 94304, united states"
NCT05108922,A Study of Donanemab (LY3002813) Compared With Aducanumab in Participants With Early Symptomatic Alzheimer's Disease (TRAILBLAZER-ALZ 4),https://clinicaltrials.gov/study/NCT05108922,completed,mild cognitive impairment (mci)|alzheimer disease,drug: donanemab|drug: aducanumab,eli lilly and company,,all,"adult, older_adult",PHASE3,148,interventional,2021-11-16,2023-09-19,"neurology center of north orange county, fullerton, california, 92835, united states|irvine clinical research, irvine, california, 92614, united states|california neuroscience research medical group, inc., sherman oaks, california, 91403, united states|institute for neurodegenerative disorders, new haven, connecticut, 06510, united states|jem research institute, atlantis, florida, 33462, united states|brain matters research, delray beach, florida, 33445, united states|neuropsychiatric research center of southwest florida, fort myers, florida, 33912, united states|infinity clinical research, llc, hollywood, florida, 33024, united states|jacksonville center for clinical research, jacksonville, florida, 32216, united states|charter research - lady lake, lady lake, florida, 32159, united states|clincloud - maitland, maitland, florida, 32751, united states|clincloud - viera, melbourne, florida, 32940, united states|merritt island medical research, llc, merritt island, florida, 32952, united states|optimus u corporation, miami, florida, 33125, united states|brainstorm research, miami, florida, 33176, united states|brain matters research, stuart, florida, 34997, united states|axiom clinical research of florida, tampa, florida, 33609, united states|conquest research, winter park, florida, 32789, united states|columbus memory center, pc, columbus, georgia, 31909, united states|josephson wallack munshower neurology, pc, indianapolis, indiana, 46256, united states|donald s. marks m.d., p.c., plymouth, massachusetts, 02360, united states|adams clinical, watertown, massachusetts, 02472, united states|clinical research professionals, chesterfield, missouri, 63005, united states|las vegas medical research, las vegas, nevada, 89113, united states|the cognitive and research center of new jersey, springfield, new jersey, 07081, united states|advanced memory research institute of new jersey, toms river, new jersey, 08755, united states|neurology diagnostics, inc., dayton, ohio, 45459, united states|abington neurological associates, ltd., abington, pennsylvania, 19001, united states|the clinical trial center, llc, jenkintown, pennsylvania, 19046, united states|kerwin medical center, dallas, texas, 75231, united states|national clinical research, inc, richmond, virginia, 23294, united states"
NCT03049501,Caring for the Caregiver Network,https://clinicaltrials.gov/study/NCT03049501,completed,caregivers of alzheimer's disease or memory problem patients,behavioral: caregiving condition|behavioral: nutrition condition,university of miami,National Institute of Nursing Research (NINR),all,"adult, older_adult",,244,interventional,,2018-04-20,"university of miami miller school of medicine, miami, florida, 33136, united states"
NCT04602624,A Study to Evaluate the Safety and Tolerability of SAGE-718 in Participants With Mild Cognitive Impairment or Mild Dementia Due to Alzheimer's Disease (AD),https://clinicaltrials.gov/study/NCT04602624,completed,alzheimer disease|cognitive dysfunction|mild dementia,drug: sage-718,sage therapeutics,,all,"adult, older_adult",PHASE2,26,interventional,2020-12-07,2021-09-28,"sage investigational site, phoenix, arizona, 85044, united states|sage investigational site, redlands, california, 92374, united states|sage investigational site, miami, florida, 33137, united states|sage investigational site, saint petersburg, florida, 33713, united states|sage investigational site, decatur, georgia, 30030, united states|sage investigational site, decatur, georgia, 30033, united states|sage investigational site, gaithersburg, maryland, 20877, united states|sage investigational site, farmington hills, michigan, 48334, united states|sage investigational site, omaha, nebraska, 68130, united states|sage investigational site, north canton, ohio, 44720, united states"
NCT04603482,Self-Management Intervention: Considering Needs & Preferences of Dementia Caregivers (Caregiver Career Study),https://clinicaltrials.gov/study/NCT04603482,completed,stress|carer stress syndrome|dementia|alzheimer's disease|bereavement,behavioral: resourcefulness training|behavioral: biofeedback|behavioral: attention control,case western reserve university,,all,"adult, older_adult",,328,interventional,2021-01-08,2024-06-30,"cwru school of nursing, cleveland, ohio, 44106, united states"
NCT05444244,A Relational Research Recruitment and Engagement Intervention for Cognitive Aging Research,https://clinicaltrials.gov/study/NCT05444244,completed,dementia|cognitive dysfunction|alzheimer disease|lewy body disease|frontotemporal dementia,other: relational research recruitment and engagement intervention,"university of wisconsin, madison",National Institute on Aging (NIA),all,"adult, older_adult",,182,interventional,2022-08-01,2023-05-31,"university of wisconsin-madison, madison, wisconsin, 53705, united states"
NCT05159557,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment: Wearables,https://clinicaltrials.gov/study/NCT05159557,completed,dementia|mild cognitive impairment|alzheimer disease,device: in-home technology system|device: limited in-home technology,"university of california, berkeley","People Power Company|National Institute on Aging (NIA)|University of California, San Francisco",all,"adult, older_adult",,63,interventional,2022-08-22,2024-03-25,"university of california, berkeley, berkeley, california, 94720, united states"
NCT05159583,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment: Rural Homes,https://clinicaltrials.gov/study/NCT05159583,completed,dementia|mild cognitive impairment|alzheimer disease,device: in-home technology system|device: limited in-home technology,"university of california, berkeley","People Power Company|National Institute on Aging (NIA)|University of California, San Francisco",all,"adult, older_adult",,15,interventional,2022-08-22,2024-01-30,"university of california, berkeley, berkeley, california, 94720, united states"
NCT03001557,Study of Lemborexant for Irregular Sleep-Wake Rhythm Disorder and Mild to Moderate Alzheimer's Disease Dementia,https://clinicaltrials.gov/study/NCT03001557,completed,irregular sleep-wake rhythm disorder,drug: lemborexant 2.5 mg|drug: lemborexant 5 mg|drug: lemborexant 10 mg|drug: lemborexant 15 mg|drug: lemborexant-matched placebo,eisai inc.,Purdue Pharma LP,all,"adult, older_adult",PHASE2,63,interventional,2016-12-20,2020-04-17,"facility #1, little rock, arkansas, 72205, united states|facility #1, rogers, arkansas, 72758, united states|facility #1, costa mesa, california, 92626, united states|facility #1, fullerton, california, 92835, united states|facility #1, glendale, california, 91206, united states|facility #1, irvine, california, 92614, united states|facility #1, irvine, california, 92618, united states|facility #1, la jolla, california, 92037-0949, united states|facility #1, san diego, california, 92103, united states|facility #1, santa monica, california, 90404, united states|facility #1, bradenton, florida, 34205, united states|facility #1, brandon, florida, 33511, united states|facility #1, brooksville, florida, 34601, united states|facility #1, hallandale beach, florida, 33009, united states|facility #1, miami lakes, florida, 33014, united states|facility #1, miami springs, florida, 33016, united states|facility #1, miami, florida, 33137, united states|facility #1, miami, florida, 33165, united states|facility #1, orlando, florida, 32806, united states|facility #2, orlando, florida, 32806, united states|facility #1, sunrise, florida, 33351, united states|facility #2, tampa, florida, 33613, united states|facility #1, atlanta, georgia, 30331, united states|facility #1, columbus, georgia, 31909, united states|facility #1, macon, georgia, 31201, united states|facility #1, wichita, kansas, 67207, united states|facility #1, belmont, massachusetts, 02478, united states|nevada senior services (nss) adult day care center, henderson, nevada, united states|facility #1, las vegas, nevada, 89104, united states|facility #1, toms river, new jersey, 08755, united states|facility #2, toms river, new jersey, 08755, united states|facility #1, charlotte, north carolina, 28270, united states|facility #2, durham, north carolina, 27705, united states|facility #1, raleigh, north carolina, 27612, united states|facility #1, norristown, pennsylvania, 19401, united states|facility #1, willow grove, pennsylvania, 19090, united states|facility #1, columbia, south carolina, 29203, united states|eisai trial site #1, nagoya, aichi, 451-8511, japan|eisai trial site #1, fujisawa, kanagawa, 251-0038, japan|eisai trial site #1, kawasaki-shi, kanagawa, 210-0852, japan|eisai trial site #1, wako, saitama, 351-0111, japan|eisai trial site #1, kodaira, tokyo, 187-8551, japan|eisai trial site #1, setagaya, tokyo, 156-0041, japan|eisai trial site #1, shinjuku, tokyo, 169-0073, japan|eisai trial site #1, tachikawa-shi, tokyo, 190-8531, japan|brighton and sussex medical school, brighton, east sussex, bn1 9px, united kingdom|cognitive treatment and research unit, crowborough, east sussex, tn6 1ny, united kingdom|university of edinburgh - ppds, edinburgh, eh1 64ux, united kingdom"
NCT02380703,Aggression Prevention Training for Caregivers of Persons With Dementia (APT),https://clinicaltrials.gov/study/NCT02380703,completed,dementia|pain|alzheimer's disease|aggression|depression|interpersonal relations,behavioral: aggression prevention training (apt)|other: enhanced usual primary care (eu-pc),baylor college of medicine,National Institute of Nursing Research (NINR),all,"child, adult, older_adult",,239,interventional,2015-02-05,2018-10-23,nan
NCT04445831,"A Study to Evaluate the Safety, Tolerability and Immunogenicity of Tau Targeted Vaccines in Participants With Early Alzheimer's Disease",https://clinicaltrials.gov/study/NCT04445831,completed,alzheimer's disease|cognitive impairment|tauopathies|mild cognitive impairment|dementia|brain diseases|central nervous system diseases,biological: aci-35.030|biological: aci-35.030|biological: aci-35.030|other: placebo|biological: jaci-35.054|biological: jaci-35.054,ac immune sa,"Janssen Research & Development, LLC",all,"adult, older_adult",PHASE1|PHASE2,57,interventional,2019-07-31,2023-09-05,"clinical research services helsinki, helsinki, finland|itä-suomen yliopisto - kuopion kampus, kuopio, finland|clinical research services turku, turku, finland|brain research center - den bosch, 's-hertogenbosch, netherlands|brain research center - amsterdam, amsterdam, netherlands|minnesmottagningen - sahlgrenska universitetssjukhuset - mölndal sjukhus, mölndal, sweden|kognitiv mottagning - karolinska universitetssjukhuset - huddinge, stockholm, sweden|edinburgh clinical research facility, edinburgh, united kingdom|university college london hospitals nhs foundation trust, london, united kingdom"
NCT04265378,Cognitive Training and Brain Stimulation in Prodromal Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04265378,completed,subjective cognitive decline|mild cognitive impairment,device: anodal tdcs|behavioral: intensive cognitive training,university medicine greifswald,,all,"adult, older_adult",,46,interventional,2019-05-01,2022-10-10,"university medicine greifswald, greifswald, 17475, germany"
NCT03333837,Improvisational Movement for People With Memory Loss and Their Caregivers,https://clinicaltrials.gov/study/NCT03333837,completed,alzheimer's disease (incl subtypes)|dementia|mild cognitive impairment,behavioral: dance group|behavioral: non-group dance|behavioral: social group|behavioral: no contact,wake forest university health sciences,National Center for Complementary and Integrative Health (NCCIH),all,"adult, older_adult",,104,interventional,2018-02-06,2021-05-26,"wake forest baptist health, winston-salem, north carolina, 27104, united states"
NCT05270408,Noninvasive Brain Stimulation in Mild Cognitive Impairment and Dementia,https://clinicaltrials.gov/study/NCT05270408,completed,alzheimer disease|mild cognitive impairment|dementia,device: active transcranial direct current stimulation (starstim 8)|device: active transcranial direct current stimulation (starstim 8)|device: sham transcranial direct current stimulation (starstim 8),university of texas southwestern medical center,,all,"adult, older_adult",,33,interventional,2022-07-13,2024-02-15,"ut southwestern medical center, dallas, texas, 75390, united states"
NCT02750306,Safety and Efficacy of Suvorexant (MK-4305) for the Treatment of Insomnia in Participants With Alzheimer's Disease (MK-4305-061),https://clinicaltrials.gov/study/NCT02750306,completed,sleep initiation and maintenance disorders|alzheimer disease,drug: suvorexant|drug: placebo,merck sharp & dohme llc,,all,"adult, older_adult",PHASE3,285,interventional,2016-05-23,2018-09-30,nan
NCT04206670,In-Home Technology for Caregivers of People With Dementia and Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT04206670,completed,dementia|mild cognitive impairment|alzheimer disease,device: in-home technology system and questionnaires|device: waiting control in-home technology system and questionnaires,"university of california, berkeley","People Power Company|National Institute on Aging (NIA)|University of California, San Francisco",all,"adult, older_adult",,216,interventional,2020-03-10,2021-12-08,"university of california, berkeley, berkeley, california, 94720, united states"
NCT03119259,Technology Intervention to Support Caregiving for Alzheimer's Disease (I-CARE),https://clinicaltrials.gov/study/NCT03119259,completed,"dementia, alzheimer type",behavioral: abc clinical program|behavioral: bcn,indiana university,National Institute on Aging (NIA),all,"adult, older_adult",,53,interventional,2019-11-25,2021-07-31,"eskenazi health, indianapolis, indiana, 46202, united states|iu health, indianapolis, indiana, 46202, united states"
NCT04938648,Aligning Medications With What Matters Most,https://clinicaltrials.gov/study/NCT04938648,completed,polypharmacy|alzheimer disease and related dementias,behavioral: pharmacist-led deprescribing intervention,johns hopkins university,Kaiser Permanente|National Institute on Aging (NIA),all,older_adult,,138,interventional,2021-06-03,2022-05-02,"kaiser permanente, aurora, colorado, 80014, united states|johns hopkins bayview medical center, baltimore, maryland, 21224, united states"
NCT02767609,Measuring Cerebral Blood Flow Using Pseudo-continuous Arterial Spin Labeling Perfusion Magnetic Resonance Imaging,https://clinicaltrials.gov/study/NCT02767609,completed,traumatic brain injury|multiple sclerosis|alzheimer's disease|tumor,device: magnetic resonance imaging,loma linda university,,all,"adult, older_adult",,1,interventional,,2017-03-03,nan
NCT05516342,LEAD IT! An App to Enable Persons With Early Stage Dementia to Lead Group Activities for Their Peers,https://clinicaltrials.gov/study/NCT05516342,completed,"dementia, vascular|alzheimer disease|dementia, mixed",behavioral: lead it! programming,hopeful aging,,all,"adult, older_adult",,182,interventional,2020-11-10,2023-06-11,"the hearthstone institute, llc, winchester, massachusetts, 01890, united states"
NCT05216315,tDCS and Cognitive Efficiency in Ageing,https://clinicaltrials.gov/study/NCT05216315,completed,aging|mild cognitive impairment|alzheimer disease,device: transcranial direct current stimulation (tdcs)|device: sham stimulation,university of valencia,,all,older_adult,,38,interventional,2020-07-30,2023-05-30,"faculty of psychology, valencia, 46010, spain"
NCT06584656,Understanding Cerebral Blood Flow Dynamics for Alzheimer's Disease Prevention Through Exercise,https://clinicaltrials.gov/study/NCT06584656,completed,"healthy aging|cognitive function 1, social|cerebrovascular circulation|blood flow",behavioral: aerobic exercise condition|behavioral: resistance exercise condition,universidad de granada,"University Hospital Virgen de las Nieves|Instituto Mixto Universitario Deporte y Salud (iMUDS)|Centro de InvestigaciÃ³n Mente, Cerebro y Comportamiento",all,older_adult,,20,interventional,2024-09-25,2025-01-02,"university of granada, granada, andalucia, 18016, spain|mind, brain, and behaviour research centre (cimcyc, centro de investigación mente, cerebro y comportamiento), granada, 18011, spain"
NCT05599100,Virtual Training for Latino Caregivers to Manage Symptoms of Dementia,https://clinicaltrials.gov/study/NCT05599100,completed,caregiver burden|alzheimer disease|dementia|behavioral symptoms,behavioral: star-caregivers virtual training & follow-up (star-vtf),university of washington,Kaiser Permanente|National Institute on Aging (NIA),all,"adult, older_adult",,16,interventional,2023-05-05,2024-01-15,"university of washington, seattle, washington, 98195, united states"
NCT05292248,CONFIDENCE Financial Education for Caregivers,https://clinicaltrials.gov/study/NCT05292248,completed,caregiver burden|financial stress|dementia|alzheimer disease,behavioral: confidently navigating financial decisions and enhancing financial wellbeing in dementia caregiving,case western reserve university,AARP Foundation|University of Southern California,all,"adult, older_adult",,20,interventional,2022-05-01,2024-03-01,"case western reserve university, cleveland, ohio, 44106, united states"
NCT04533815,Enhancing Sleep Quality for Nursing Home Residents With Dementia,https://clinicaltrials.gov/study/NCT04533815,completed,alzheimer disease|dementia|sleep disorder|sleep disturbance,behavioral: lock sleep intervention,"university of alabama, tuscaloosa","University of Massachusetts, Lowell|The University of Texas Health Science Center, Houston|University of Texas at Austin|Brown University",all,"adult, older_adult",,23,interventional,2021-05-05,2022-08-31,"the university of alabama, tuscaloosa, alabama, 35487-0348, united states"
NCT03319810,Effect of IVIG on Cerebral and Retinal Amyloid in Mild Cognitive Impairment Due to Alzheimer Disease,https://clinicaltrials.gov/study/NCT03319810,completed,mild cognitive impairment,biological: octagam 10%,sutter health,,all,"adult, older_adult",PHASE2,5,interventional,2018-01-04,2018-07-19,"sutter neuroscience medical group, sacramento, california, 95816, united states"
NCT04850807,Music & MEmory: A Pragmatic TRial for Nursing Home Residents With ALzheimer's Disease (METRIcAL)_part2,https://clinicaltrials.gov/study/NCT04850807,completed,dementia,behavioral: music & memory,brown university,National Institute on Aging (NIA),all,"child, adult, older_adult",,990,interventional,2021-05-14,2022-09-08,"pruitthealth, norcross, georgia, 30093, united states|vetter senior living, elkhorn, nebraska, 68022, united states|communicare terrapins division, blue ash, ohio, 45241, united states|good samaritan society, sioux falls, south dakota, 57108, united states"
NCT05516147,SAFE at Home: A Service to Provide Social Engagement to Community-Dwelling Persons With Dementia,https://clinicaltrials.gov/study/NCT05516147,completed,"alzheimer disease|dementia|dementia, vascular|dementia, mixed",behavioral: safe at home,hopeful aging,,all,"adult, older_adult",,12,interventional,2024-01-19,2024-04-10,"hopeful aging, winchester, massachusetts, 01890, united states"
NCT05515679,The BRAIN App: Building Relationships Using Artificial Intelligence and Nostalgia,https://clinicaltrials.gov/study/NCT05515679,completed,"dementia|dementia, vascular|alzheimer disease|dementia, mixed",behavioral: the brain app,hopeful aging,,all,"adult, older_adult",,45,interventional,2022-07-13,2022-12-31,"the hearthstone institute, winchester, massachusetts, 01890, united states"
NCT04335110,"Assessing Acceptability, Cost, and Efficacy of STELLA-Support Via Technology",https://clinicaltrials.gov/study/NCT04335110,completed,dementia|alzheimer disease|caregiver burnout|family members,behavioral: stella (support via technology: living and learning with advancing alzheimer's disease and related dementias),oregon health and science university,National Institute on Aging (NIA),all,"adult, older_adult",,28,interventional,2021-03-24,2023-06-15,"oregon health and science university, layton aging and alzheimer's disease center, portland, oregon, 97239, united states"
NCT04247347,Tailored Health Self-Management Interventions for Highly Distressed Caregivers: Family Members of Persons With Dementia,https://clinicaltrials.gov/study/NCT04247347,completed,stress|carer stress syndrome|dementia|alzheimer disease,behavioral: biofeedback training|other: dementia education|behavioral: resourcefulness training,case western reserve university,,all,"adult, older_adult",,92,interventional,2019-08-29,2022-06-21,"case western reserve university, cleveland, ohio, 44106, united states"
NCT04009629,Dementia Risk and Dynamic Response to Exercise,https://clinicaltrials.gov/study/NCT04009629,completed,alzheimer disease 2 due to apoe4 isoform|healthy aging,behavioral: moderate intensity aerobic exercise,university of kansas medical center,National Institute on Aging (NIA),all,older_adult,,61,interventional,2019-10-25,2021-10-28,"university of kansas alzheimer's disease center, fairway, kansas, 66205, united states"
NCT03134963,Cerebral Haemodynamic Changes During Cognitive Testing: A fTCD Study,https://clinicaltrials.gov/study/NCT03134963,completed,mild cognitive impairment|alzheimer disease|vascular dementia|healthy controls,other: transcranial doppler ultrasonography|other: blood pressure monitoring|other: heart rate monitoring|other: end tidal co2 monitoring|other: addenbrooke's cognitive examination,university of leicester,,all,"adult, older_adult",,42,observational,2017-05-05,2017-12-01,"university hospitals of leicester nhs trust, leicester, leicestershire, le1 5ww, united kingdom|leicestershire partnership trust, leicester, leicestershire, united kingdom"
NCT03240406,Multicultural Healthy Diet to Reduce Cognitive Decline,https://clinicaltrials.gov/study/NCT03240406,completed,diet modification|cognitive decline|cognitive change,other: multicultural healthy diet|other: usual diet plus self-care,albert einstein college of medicine,Penn State University|Kaiser Permanente|University of Minnesota|National Institute on Aging (NIA)|National Center for Advancing Translational Sciences (NCATS),all,"adult, older_adult",,393,interventional,2018-10-02,2023-08-30,"albert einstein college of medicine, bronx, new york, 10461, united states"
