NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,Locations
NCT04118985,Compensatory Training to Support Brain Healthy Lifestyle Changes in Those at Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04118985,COMPLETED,Cognitive Symptom|Pre Senile Dementia|Alzheimer Disease,BEHAVIORAL: Cognitive rehabilitation and health behavior change intervention|BEHAVIORAL: Self-implementation,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",NA,21,INTERVENTIONAL,2019-10-10,2020-10-30,"Mayo Clinic, Scottsdale, Arizona, 85259, United States"
NCT04058886,Telephone-delivered Mindfulness Intervention for African American Dementia Caregivers,https://clinicaltrials.gov/study/NCT04058886,COMPLETED,Alzheimer Dementia|Caregiver|Dementia Alzheimers,BEHAVIORAL: Telephone-delivered Mindfulness,"University of North Carolina, Chapel Hill",National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,57,INTERVENTIONAL,2019-11-15,2022-07-06,"UNC Program on Integrative Medicine, Chapel Hill, North Carolina, 27599-7200, United States"
NCT04308304,MK-1942/Donepezil Interactions in Participants With Alzheimer's Disease (MK-1942-005),https://clinicaltrials.gov/study/NCT04308304,COMPLETED,Alzheimer's Disease,DRUG: MK-1942|DRUG: Donepezil|DRUG: Placebo,Merck Sharp & Dohme LLC,,ALL,"ADULT, OLDER_ADULT",PHASE1,27,INTERVENTIONAL,2021-02-16,2022-05-18,"Woodland Research Northwest, LLC ( Site 0004), Rogers, Arkansas, 72758-6442, United States|Velocity Clinical Research, Hallandale Beach ( Site 0002), Hallandale Beach, Florida, 33009, United States|iResearch Atlanta ( Site 0005), Decatur, Georgia, 30030, United States|ICON ( Site 0003), Salt Lake City, Utah, 84124, United States"
NCT02292238,Benfotiamine in Alzheimer's Disease: A Pilot Study,https://clinicaltrials.gov/study/NCT02292238,COMPLETED,Alzheimer's Disease,DRUG: Benfotiamine,Burke Medical Research Institute,Burke Rehabilitation Hospital|Columbia University|National Institute on Aging (NIA)|Alzheimer's Drug Discovery Foundation|Montefiore Medical Center,ALL,"ADULT, OLDER_ADULT",PHASE2,71,INTERVENTIONAL,2015-02-15,2020-09-08,"Burke, White Plains, New York, 10605, United States"
NCT03548584,"A Trial to Evaluate the Safety, Efficacy, and Tolerability of Brexpiprazole in Treating Agitation Associated With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT03548584,COMPLETED,Agitation Associated With Alzheimer's Dementia|Alzheimer Dementia,DRUG: Brexpiprazole|OTHER: Placebo,"Otsuka Pharmaceutical Development & Commercialization, Inc.",H. Lundbeck A/S,ALL,"ADULT, OLDER_ADULT",PHASE3,345,INTERVENTIONAL,2018-05-16,2022-06-01,"For additional information regarding sites, contact 844-687-8522, Los Angeles, California, 90036, United States"
NCT05074498,"Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of TB006 in Participants With Alzheimer's Disease",https://clinicaltrials.gov/study/NCT05074498,COMPLETED,Alzheimer's Disease,DRUG: TB006|DRUG: Placebo,"TrueBinding, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,154,INTERVENTIONAL,2021-10-08,2022-10-13,"Clinical Trial Site, Garden Grove, California, 92845, United States|Clinical Trial Site, San Diego, California, 92103, United States|Clinical Trial Site, Delray Beach, Florida, 33445, United States|Clinical Trial Site, Lady Lake, Florida, 32159, United States|Clinical Trial Site #1, Maitland, Florida, 32751, United States|Clinical Trial Site, Maitland, Florida, 32751, United States|Clinical Trial Site, Miami, Florida, 33126, United States|Clinical Trial Site, Miami, Florida, 33135, United States|Clinical Trial Site, Miami, Florida, 33137, United States|Clinical Trial Site, Miami, Florida, 33165, United States|Clinical Trial Site, Stuart, Florida, 34997, United States|Clinical Trial Site, West Palm Beach, Florida, 33407, United States|Clinical Trial Site, Winter Park, Florida, 32789, United States|Clinical Trial Site, Winter Park, Florida, 32792, United States|Clinical Trial Site, Decatur, Georgia, 30033, United States|Clinical Trial Site, Matthews, North Carolina, 28105, United States|Clinical Trial Site, DeSoto, Texas, 75115, United States|Clinical Trial Site, Fairfax, Virginia, 22031, United States"
NCT01703117,Riluzole in Mild Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01703117,COMPLETED,Alzheimer's Disease,DRUG: Riluzole|DRUG: Placebo,Icahn School of Medicine at Mount Sinai,Rockefeller University,ALL,"ADULT, OLDER_ADULT",PHASE2,50,INTERVENTIONAL,2013-11,2020-05-26,"Icahn School of Medicine at Mount Sinai, New York, New York, 10029, United States|The Rockefeller University, New York, New York, 10065, United States"
NCT03856359,Trial of Rifaximin in Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03856359,COMPLETED,Alzheimer's Disease,DRUG: Rifaximin 550 milligrams (MG),Duke University,"Bausch Health Americas, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,10,INTERVENTIONAL,2019-04-09,2020-11-19,"Duke University Medical Center, Durham, North Carolina, 27710, United States"
NCT02615002,Safety and Efficacy of Piromelatine in Mild Alzheimer's Disease Patients (ReCOGNITION),https://clinicaltrials.gov/study/NCT02615002,COMPLETED,Alzheimer's Disease,DRUG: Piromelatine|DRUG: Placebo,Neurim Pharmaceuticals Ltd.,,ALL,"ADULT, OLDER_ADULT",PHASE2,371,INTERVENTIONAL,2015-11,2019-11-19,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States|Territory Neurology & Research Institute, Tucson, Arizona, 85704, United States|Citrials Inc, Bellflower, California, 90706, United States|Alliance for Research, Long Beach, California, 90807, United States|Renew Behavioral Health, Inc, Long Beach, California, 90807, United States|ABS Health LLC, Pomona, California, 91767, United States|Anderson Clinical Research, Redlands, California, 92374, United States|Pacific Research Network, Inc, San Diego, California, 92103, United States|Sharp Mesa Vista Clinical research, San Diego, California, 92123, United States|Syrentis Clinical Research, Santa Ana, California, 92705, United States|Research Center For Clinical Studies, Inc, Norwalk, Connecticut, 06851, United States|Pioneer Clinical research, Coconut Creek, Florida, 33066, United States|University of Miami, Coral Gables, Florida, 33146, United States|MD Clinical, Hallandale Beach, Florida, 33009, United States|New Life Medical Research Center, Hialeah, Florida, 33012, United States|Galiz reserach, Hialeah, Florida, 33016, United States|Biomed Research Institute, Miami, Florida, 33126, United States|Miami Jewish Health Systems, Miami, Florida, 33137, United States|Advanced Clinical research Network, Miami, Florida, 33176, United States|Medical Research Group of central Florida Inc., Orange City, Florida, 32763, United States|The Roskamp Institute, Inc, Sarasota, Florida, 34243, United States|Infinity Clinical Research, LLC., Sunrise, Florida, 33351, United States|Olympian Clinical Research, Tampa, Florida, 33609, United States|Rowe Neurology, Lenexa, Kansas, 66214, United States|KU School of Medicine-Wichita, Wichita, Kansas, 67214, United States|Lake Charles Clinical Trials, LLC, Lake Charles, Louisiana, 27604, United States|Pharmasite Research INC, Baltimore, Maryland, 21208, United States|Quest Research Institute, Farmington Hills, Michigan, 48334, United States|Precise Research Centers, Flowood, Mississippi, 39232, United States|Hattiesburg Clinic, P.A., Hattiesburg, Mississippi, 39401, United States|Galen Research, Chesterfield, Missouri, 63005, United States|Alzheimer's Research Corporation, Manchester, New Jersey, 08759, United States|The Neurocognitive Institute, LLC, Mount Arlington, New Jersey, 07856, United States|Global Medical Institutes, Princeton, New Jersey, 08540, United States|Neurology Specialists of Monmouth County, West Long Branch, New Jersey, 07764, United States|Dent Neurosciences Research Center, Inc, Amherst, New York, 14226, United States|Integrative Clinical Trials, LLC, Brooklyn, New York, 11229, United States|SPRI Clinical Trials, LLC, Brooklyn, New York, 11235, United States|Manhattan Behavioral Medicine, PLLC, New York, New York, 10022, United States|Richmond Behavioral Associates, Staten Island, New York, 10312, United States|SUNY Upstate Medical University, Syracuse, New York, 13210, United States|New Hope Clinical research, Charlotte, North Carolina, 28211, United States|Richard H. Weisler, M.D., P.A. & Associates, Raleigh, North Carolina, 27609, United States|The Ohio State University, Columbus, Ohio, 43221, United States|Red river medical research Center, Oklahoma City, Oklahoma, 73112, United States|Tulsa Clinical Research, LLC., Tulsa, Oklahoma, 74104, United States|The Clinical research Center LLC, Jenkintown, Pennsylvania, 19046, United States|Suburban Research Associates, Media, Pennsylvania, 19063, United States|Roper St. Francis Healthcare, Charleston, South Carolina, 29401, United States|Shepherd Clinical Research LLC, Lewisville, Texas, 75067, United States|Radiant Research, San Antonio, Texas, 78229, United States|Grayline Research Center, Wichita Falls, Texas, 76309, United States|Aspen Clinical research, Orem, Utah, 84058, United States|Wasatch Clinical Research LLC, Salt Lake City, Utah, 84107, United States|Zain Research, Llc, Richland, Washington, 99352, United States|SSM Health/Dean Medical Group, Madison, Wisconsin, 53715, United States"
NCT02880956,A Study to Evaluate the Efficacy and Safety of ABBV-8E12 in Participants With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02880956,COMPLETED,Alzheimer's Disease,DRUG: ABBV-8E12|DRUG: placebo for ABBV-8E12,AbbVie,,ALL,"ADULT, OLDER_ADULT",PHASE2,453,INTERVENTIONAL,2017-01-26,2021-07-28,"Banner University of Arizona Medical Center Phoenix /ID# 151536, Phoenix, Arizona, 85006, United States|Banner Sun Health Res Inst /ID# 151895, Sun City, Arizona, 85351, United States|Irvine Clinical Research /ID# 162331, Irvine, California, 92614, United States|Ucsd /Id# 152467, La Jolla, California, 92037, United States|Ray Dolby Brain Health Center /ID# 154965, San Francisco, California, 94113, United States|Univ California, San Francisco /ID# 152053, San Francisco, California, 94143-2204, United States|Brain Matters Research /ID# 147796, Delray Beach, Florida, 33445, United States|Neuropsychiatric Research Center of Southwest Florida /ID# 162332, Fort Myers, Florida, 33912, United States|Mayo Clinic /ID# 151236, Jacksonville, Florida, 32224, United States|Synexus Clinical Research US, Inc. /ID# 147804, Orlando, Florida, 32806-1044, United States|University of South Florida /ID# 151890, Tampa, Florida, 33612, United States|Synexus Clinical Research US, Inc /ID# 151633, The Villages, Florida, 32162-7116, United States|Emory Midtown Infectious Disease Clinic /ID# 151492, Atlanta, Georgia, 30322, United States|Atlanta Center for Medical Research /ID# 151550, Atlanta, Georgia, 30331, United States|NeuroStudies.net, LLC /ID# 152746, Decatur, Georgia, 30030, United States|Great Lakes Clinical Trials /ID# 152754, Chicago, Illinois, 60640, United States|Advocate Lutheran General Hospital /ID# 152052, Park Ridge, Illinois, 60068, United States|Southern IL Univ School of Med /ID# 151769, Springfield, Illinois, 62702, United States|Indiana University /ID# 151861, Indianapolis, Indiana, 46202, United States|University of Kansas Medical Center - Alzheimer's Disease Center /ID# 151554, Fairway, Kansas, 66205, United States|University of Kentucky Chandler Medical Center /ID# 152753, Lexington, Kentucky, 40536, United States|Johns Hopkins Bayview Med Cnt /ID# 151893, Baltimore, Maryland, 21224, United States|Massachusetts General Hospital /ID# 151770, Boston, Massachusetts, 02114, United States|Brigham and Women's Physicians /ID# 151882, Boston, Massachusetts, 02115, United States|Hattiesburg Clinic /ID# 202388, Hattiesburg, Mississippi, 39401, United States|Princeton Medical Institute /ID# 152934, Princeton, New Jersey, 08540, United States|Scott Research Inc. /ID# 151880, Laurelton, New York, 11413, United States|North Shore University Hospital /ID# 151632, New Hyde Park, New York, 11040, United States|Duke Cancer Center /ID# 147828, Durham, North Carolina, 27710-3000, United States|Oregon Health and Science University /ID# 151690, Portland, Oregon, 97239, United States|Keystone Clinical Studies LLC /ID# 202305, Plymouth Meeting, Pennsylvania, 19462, United States|Rhode Island Hospital /ID# 151538, Providence, Rhode Island, 02903, United States|Vanderbilt University Medical Center /ID# 154547, Nashville, Tennessee, 37232-0011, United States|Kerwin Research Center /ID# 147815, Dallas, Texas, 75231-4316, United States|Houston Methodist Hospital /ID# 154810, Houston, Texas, 77030, United States|McGovern Medical School /ID# 204860, Houston, Texas, 77054, United States|University of Utah /ID# 151858, Salt Lake City, Utah, 84112-5500, United States|Integrated Neurology Services /ID# 154863, Alexandria, Virginia, 22310, United States|The Kinghorn Cancer Centre /ID# 152632, Darlinghurst, New South Wales, 2010, Australia|Griffith University /ID# 152635, Southport, Queensland, 4222, Australia|Austin Health /ID# 152637, Heidelberg, Victoria, 3084, Australia|The Royal Melbourne Hospital /ID# 202633, Parkville, Victoria, 3050, Australia|Australian Alzheimer's Res Fou /ID# 152634, Nedlands, Western Australia, 6009, Australia|Neurodegenerative Disorders Research /ID# 152826, West Perth, Western Australia, 6005, Australia|UCL Saint-Luc /ID# 152847, Woluwe-Saint-Lambert, Bruxelles-Capitale, 1200, Belgium|Universitair Ziekenhuis Leuven /ID# 152642, Leuven, Vlaams-Brabant, 3000, Belgium|Groupe Sante CHC - Clinique du MontLegia /ID# 152846, Liege, 4000, Belgium|Parkwood Institute /ID# 164204, London, Ontario, N6C 0A7, Canada|Toronto Memory Program /ID# 147863, Toronto, Ontario, M3B 2S7, Canada|Rigshospitalet /ID# 153192, Copenhagen Ø, Hovedstaden, 2100, Denmark|Clinical Research Services Turku /ID# 152845, Turku, Varsinais-Suomi, 20520, Finland|Ita-Suomen Yliopisto /ID# 152959, Kuopio, 70210, Finland|AOU di Modena /ID# 152394, Modena, Emilia-Romagna, 41126, Italy|Policlinico Agostino Gemelli /ID# 152396, Rome, Lazio, 00168, Italy|Duplicate_AOU Policlinico Umberto I /ID# 163144, Rome, Lazio, 00185, Italy|Azienda Ospedaliera di Perugia /ID# 152397, Perugia, Umbria, 06129, Italy|IRCCS Istituto Centro San Giovanni di Dio Fatebenefratelli /ID# 152395, Brescia, 25125, Italy|ASST Grande Ospedale Metropolitano Niguarda /ID# 152391, Milano, 20162, Italy|Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico /ID# 152401, Milan, 20122, Italy|Universitair Medisch Centrum Utrecht /ID# 163576, Utrecht, 3584 CX, Netherlands|CGM Research Trust /ID# 152827, Burwood, 8083, New Zealand|Fundacion CITA Alzheimer Fundazioa /ID# 152645, Donostia, Pais Vasco, 20009, Spain|Fundacio ACE /ID# 152643, Barcelona, 08028, Spain|Hospital Clinic de Barcelona /ID# 152646, Barcelona, 08036, Spain|Hospital Clinico Universitario San Carlos /ID# 153703, Madrid, 28040, Spain|Hospital Universitario 12 de Octubre /ID# 152647, Madrid, 28041, Spain|Karolinska University Hospital Huddinge /ID# 156705, Stockholm, Stockholms Lan, 171 77, Sweden|Sahlgrenska University Hospital Molndal /ID# 154465, Molndal, Vastra Gotalands Lan, 431 80, Sweden"
NCT02000583,Alzheimer's Prevention Through Exercise,https://clinicaltrials.gov/study/NCT02000583,COMPLETED,Alzheimer's Disease,OTHER: Aerobic Exercise|OTHER: Standard of Care,University of Kansas Medical Center,National Institute on Aging (NIA),ALL,OLDER_ADULT,NA,117,INTERVENTIONAL,2013-11,2019-12-31,"University of Kansas Medical Center, Kansas City, Kansas, 66160, United States"
NCT02831283,Imaging Inflammation in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02831283,COMPLETED,Alzheimer's Disease,DRUG: 11C-PBR28|DRUG: 18F-Florbetaben|PROCEDURE: Lumbar puncture (optional),Patrick Lao,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",PHASE2,60,INTERVENTIONAL,2016-06,2022-12,"Columbia University irving Medical Center, New York, New York, 10032, United States"
NCT02925650,"Safety, Tolerability, PK and PD of Posiphen® in Subjects With Early Alzheimer's Disease",https://clinicaltrials.gov/study/NCT02925650,COMPLETED,Alzheimer's Disease,DRUG: Posiphen|DRUG: Placebo,Annovis Bio Inc.,Alzheimer's Disease Cooperative Study (ADCS),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,18,INTERVENTIONAL,2017-03-02,2021-12-31,"UCSD Alzheimer's Disease Research Center, La Jolla, California, 92037, United States|IU Health Partners, Adult Neurology Clinic, Indianapolis, Indiana, 46202, United States|Johns Hopkins Hospital, Baltimore, Maryland, 21287, United States|Washington University Sleep Medicine Center, Brentwood, Missouri, 63144, United States|Columbia University Medical Center Sergievsky Center Taub Institute, New York, New York, 10032, United States|Cleveland Clinic, Cleveland, Ohio, 44195, United States"
NCT03828747,A Study of Semorinemab in Patients With Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03828747,COMPLETED,Alzheimer's Disease,DRUG: Semorinemab|DRUG: Placebo|DRUG: [18F]GTP1,"Genentech, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,272,INTERVENTIONAL,2019-01-25,2023-08-30,"Collaborative Neuroscience Network, Inc., Garden Grove, California, 92845, United States|Pharmacology Research Institute, Los Alamitos, California, 90720, United States|Stanford University; Stanford Clinical Cancer Ctr, Palo Alto, California, 94305, United States|Pacific Research Network - PRN, San Diego, California, 92103, United States|Molecular Neuroimaging; MRI/PET, New Haven, Connecticut, 06510, United States|KI Health Partners, LLC; New England Institute for Clinical Research, Stamford, Connecticut, 06905, United States|JEM Research LLC, Atlantis, Florida, 33462, United States|Bradenton Research Center, Bradenton, Florida, 34205, United States|Brain Matters Research, Inc., Delray Beach, Florida, 33445, United States|Neuropsychiatric Research; Center of Southwest Florida, Fort Myers, Florida, 33912, United States|Miami Jewish Health Systems, Miami, Florida, 33137, United States|Collier Neurologic Specialists, Naples, Florida, 34105, United States|Synexus Clinical Research US, Inc. - Orlando, Orlando, Florida, 32806, United States|Alzheimer?s Research and Treatment Center, Wellington, Florida, 33414, United States|Premiere Research Institute, West Palm Beach, Florida, 33407, United States|Rush University Medical Center - Chicago, Chicago, Illinois, 60612, United States|Alexian Brothers Neuroscience Institute, Elk Grove Village, Illinois, 60007, United States|Southern Illinois University, School of Medicine, Springfield, Illinois, 62702, United States|Brigham and Womens Hospital; Center for Alzheimer Research & Treatment, Boston, Massachusetts, 02115, United States|Alzheimers Disease Center, Quincy, Massachusetts, 02169, United States|Center for Memory and Aging, Saint Paul, Minnesota, 55130, United States|Advanced Memory Research Institute of NJ, Toms River, New Jersey, 08755, United States|Empire Neurology PC; MS Center of Northeastern NY, Latham, New York, 12110, United States|University of Rochester; AD-CARE, Rochester, New York, 14642, United States|Summit Research Network Inc., Portland, Oregon, 97210, United States|Abington Neurological Associates, Abington, Pennsylvania, 19001, United States|Rhode Island Mood & Memory Research Institute, East Providence, Rhode Island, 02914, United States|Butler Hospital; Movement Disorders Program, Providence, Rhode Island, 02906, United States|Neurology Clinic PC, Cordova, Tennessee, 38018, United States|New Orleans Center for Clinical Research, Knoxville, Tennessee, 37920, United States|The Memory Clinic, Bennington, Vermont, 05201, United States|Chu Toulouse, Bron, 69500, France|CHU de la Timone - Hopital d Adultes; Service de Neurologie, Marseille, 13005, France|Groupe Hospitalier Pitie-Salpetriere, Paris, 75651, France|CHU Rennes - Hopital Pontchaillou, Rennes cedex 09, 35033, France|Hopital des Charpennes, Villeurbanne, 69100, France|Podlaskie Centrum Psychogeriatrii, Bia?ystok, 15-756, Poland|Novo-Med Zielinski i wspolnicy Sp. j., Katowice, 40-650, Poland|NZOZ NEURO-KARD Ilkowski i Partnerzy Sp. Partn. Lek, Pozna?, 61-853, Poland|Osrodek Badan Klinicznych Euromedis, Szczecin, 70-111, Poland|Centrum Medyczne NeuroProtect, Warszawa, 01-684, Poland|Centrum Medyczne AMED, Warszawa, 03-291, Poland|NZOZ WCA, Wroc?aw, 53-659, Poland|Hospital Mutua de Terrassa, Terrassa, Barcelona, 08221, Spain|Fundacio ACE, Barcelona, 08028, Spain|Hospital Clinic I Provincial, Barcelona, 08036, Spain|Hospital de la Santa Creu i Sant Pau; Servicio de Neurologia, Barcelona, 08041, Spain|Hospital Universitario Doctor Peset, Valencia, 46017, Spain|Hospital Universitari i Politecnic La Fe, Valencia, 46026, Spain"
NCT02079909,Efficacy and Safety of T-817MA in Patients With Mild to Moderate Alzheimer's Disease (US202),https://clinicaltrials.gov/study/NCT02079909,COMPLETED,Alzheimer's Disease,DRUG: T-817MA-H|DRUG: T-817MA-L|DRUG: Placebo,"FUJIFILM Toyama Chemical Co., Ltd.",Alzheimer's Disease Cooperative Study (ADCS),ALL,"ADULT, OLDER_ADULT",PHASE2,482,INTERVENTIONAL,2014-03,2017-05-05,"Banner Alzheimer's Institute, Phoenix, Arizona, United States|Banner Sun Health Research Institute, Sun City, Arizona, United States|University of Arizona Health Sciences Center, Tucson, Arizona, United States|Neurology Center of North Orange County, Fullerton, California, United States|UCSD Comprehensive Alzheimer's Program, La Jolla, California, United States|UC Irvine Medical Center, Orange, California, United States|Geriatric and Adult Psychiatry, LCC, Hamden, Connecticut, United States|Yale University, Alzheimer's Disease Research Unit, New Haven, Connecticut, United States|Research Center for Clinical Studies, Inc., Norwalk, Connecticut, United States|Georgetown University Clinical Research Unit, Washington, District of Columbia, United States|Infinity Clinical Research, LLC, Hollywood, Florida, United States|University of Miami Miller-School of Medicine, Miami, Florida, United States|Scientific Clinical Research, Inc, North Miami, Florida, United States|Renstar Medical Research, Ocala, Florida, United States|Meridien Research, Tampa, Florida, United States|Neuro Trials Research, Inc, Atlanta, Georgia, United States|Rush University Medical Center, Chicago, Illinois, United States|SIU School of Medicine, Springfield, Illinois, United States|Indiana Medical Research, Elkhart, Indiana, United States|Indiana University Health Partners, Adult Neurology Clinic, Indianapolis, Indiana, United States|University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States|University of Kansas/Clinical and Translational Science Unit, Fairway, Kansas, United States|University of Kentucky Sanders-Brown Center on Aging Clinic, Lexington, Kentucky, United States|Pennington Biomedical Research Center, Baton Rouge, Louisiana, United States|Acadia Hospital, Bangor, Maine, United States|Boston University Alzheimer's Disease Center, Boston, Massachusetts, United States|University of Michigan Health System/ Michigan Clinical Research Unit, Ann Arbor, Michigan, United States|Michigan State University, East Lansing, Michigan, United States|Bronson Neurobehvioral Health, Paw Paw, Michigan, United States|University of Nebraska Medical Center(Geri Psych), Omaha, Nebraska, United States|Cleveland Clinic Lou Ruvo Center for Brain Health, Las Vegas, Nevada, United States|Global Medical Institutes, LLC;Princeton Medical Institute, Princeton, New Jersey, United States|Dent Neurologic Institute, Amherst, New York, United States|Alzheimer's Disease Research Center of Mount Sinai, New York, New York, United States|Columbia University Medical Center Sergievsky Center Taub Institute, New York, New York, United States|The Nathan S. Kline Instituite for Psychiatric Research, Orangeburg, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|SUNY Upstate Medical University, Syracuse, New York, United States|Wake Forest University (WFU) School of Medicine, Winston-Salem, North Carolina, United States|Case Western Reserve University/ University Hospitals Case Medical Center, Beachwood, Ohio, United States|Tulsa Clinical Research, LLC, Tulsa, Oklahoma, United States|Hospital at the University of Pennsylvania, Penn Memory Center, Philadelphia, Pennsylvania, United States|University of Pittsburgh, Alzheimer Disease Research Center, Pittsburgh, Pennsylvania, United States|Abington Neurological Associates, LTD., Willow Grove, Pennsylvania, United States|Roper St. Francis Healthcare, Charleston, South Carolina, United States|Vanderbilt University Medical Center -VUIIS, Nashville, Tennessee, United States|University of North Texas Health Science Center, Fort Worth, Texas, United States|Houston Methodist Hospital, Houston, Texas, United States|University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States|Cary J. Kohlenberg MD., SC dba IPC Research, Waukesha, Wisconsin, United States"
